At frame 0, truck 1 is located at coordinates [209.89, 640.13] with a bounding box of width 343.59 and height 241.54.
 At frame 201, car 73 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
 At frame 201, car 52 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
 At frame 201, car 71 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
 At frame 201, car 111 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
 At frame 202, car 101 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 87 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 66 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 24 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 64 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 71 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 73 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 86 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 96 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 52 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 110 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 202, car 97 is located at coordinates [1683.62, 635.92] with a bounding box of width 235.54 and height 287.08.
 At frame 203, car 101 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 203, car 87 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 203, car 66 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 203, car 24 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 203, car 64 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 203, car 73 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 203, car 86 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 203, car 71 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 203, car 96 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 203, car 52 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 203, car 97 is located at coordinates [1687.54, 635.20] with a bounding box of width 231.58 and height 289.81.
 At frame 204, car 101 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 204, car 87 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 204, car 66 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 204, car 24 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 204, car 86 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 204, car 64 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 204, car 73 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 204, car 52 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 204, car 97 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 204, car 71 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 204, car 96 is located at coordinates [1692.52, 634.63] with a bounding box of width 226.59 and height 293.88.
 At frame 205, car 101 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 205, car 87 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 205, car 66 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 205, car 24 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 205, car 64 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 205, car 86 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 205, car 73 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 205, car 97 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 205, car 111 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 205, car 71 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 205, car 96 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 

=====================================================

At frame 205, car 52 is located at coordinates [1695.98, 633.84] with a bounding box of width 223.14 and height 296.16.
 At frame 206, car 101 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 206, car 87 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 206, car 66 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 206, car 24 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 206, car 64 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 206, car 97 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 206, car 86 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 206, car 111 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 206, car 73 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 206, car 71 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 206, car 96 is located at coordinates [1698.18, 633.10] with a bounding box of width 220.95 and height 294.49.
 At frame 207, car 101 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 207, car 87 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 207, car 66 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 207, car 24 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 207, car 73 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 207, car 64 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 207, car 111 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 207, car 97 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 207, car 86 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 207, car 71 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 207, car 96 is located at coordinates [1701.75, 632.73] with a bounding box of width 217.42 and height 298.70.
 At frame 208, car 87 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 208, car 101 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 208, car 66 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 208, car 24 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 208, car 73 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 208, car 64 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 208, car 111 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 208, car 97 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 208, car 86 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 208, car 71 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 208, car 96 is located at coordinates [1428.03, 682.59] with a bounding box of width 261.57 and height 168.71.
 At frame 209, car 87 is located at coordinates [1428.64, 682.56] with a bounding box of width 262.20 and height 169.83.
 At frame 209, car 101 is located at coordinates [1428.64, 682.56] with a bounding box of width 262.20 and height 169.83.
 At frame 209, car 66 is located at coordinates [1428.64, 682.56] with a bounding box of width 262.20 and height 169.83.
 At frame 209, car 24 is located at coordinates [1428.64, 682.56] with a bounding box of width 262.20 and height 169.83.
 At frame 209, car 64 is located at coordinates [1428.64, 682.56] with a bounding box of width 262.20 and height 169.83.
 At frame 209, car 73 is located at coordinates [1428.64, 682.56] with a bounding box of width 262.20 and height 169.83.
 At frame 209, car 111 is located at coordinates [1428.64, 682.56] with a bounding box of width 262.20 and height 169.83.
 At frame 209, car 86 is located at coordinates [1428.64, 682.56] with a bounding box of width 262.20 and height 169.83.
 At frame 209, car 97 is located at coordinates [1428.64, 682.56] with a bounding box of width 262.20 and height 169.83.
