At frame 0.0, person 1.0 is located at coordinates [605.72, 635.48] with a bounding box of width 36.41 and height 95.03.
 At frame 139.0, person 8.0 is located at coordinates [1145.97, 620.30] with a bounding box of width 17.65 and height 43.87.
 At frame 139.0, person 26.0 is located at coordinates [1213.11, 613.09] with a bounding box of width 24.08 and height 57.49.
 At frame 139.0, person 27.0 is located at coordinates [499.66, 637.51] with a bounding box of width 18.17 and height 41.72.
 At frame 139.0, person 29.0 is located at coordinates [1863.97, 609.91] with a bounding box of width 35.52 and height 93.14.
 At frame 139.0, person 10.0 is located at coordinates [1302.13, 610.33] with a bounding box of width 29.40 and height 70.66.
 At frame 140.0, person 5.0 is located at coordinates [759.58, 598.10] with a bounding box of width 151.43 and height 333.16.
 At frame 140.0, person 11.0 is located at coordinates [179.79, 644.46] with a bounding box of width 31.91 and height 90.14.
 At frame 140.0, person 12.0 is located at coordinates [304.27, 644.72] with a bounding box of width 37.35 and height 84.47.
 At frame 140.0, person 16.0 is located at coordinates [1436.15, 604.63] with a bounding box of width 30.30 and height 79.17.
 At frame 140.0, person 17.0 is located at coordinates [1463.60, 610.25] with a bounding box of width 30.05 and height 72.10.
 At frame 140.0, person 19.0 is located at coordinates [1595.52, 595.03] with a bounding box of width 55.70 and height 141.24.
 At frame 140.0, person 22.0 is located at coordinates [1649.12, 603.25] with a bounding box of width 45.98 and height 129.19.
 At frame 140.0, person 7.0 is located at coordinates [753.30, 626.41] with a bounding box of width 46.50 and height 91.88.
 At frame 140.0, person 9.0 is located at coordinates [714.56, 631.18] with a bounding box of width 36.99 and height 84.26.
 At frame 140.0, person 18.0 is located at coordinates [1759.18, 606.20] with a bounding box of width 51.04 and height 132.25.
 At frame 140.0, person 28.0 is located at coordinates [1823.71, 606.02] with a bounding box of width 40.37 and height 98.68.
 At frame 140.0, person 1.0 is located at coordinates [1350.84, 578.78] with a bounding box of width 131.69 and height 288.34.
 At frame 140.0, person 21.0 is located at coordinates [1121.42, 621.77] with a bounding box of width 20.05 and height 50.92.
 At frame 140.0, person 8.0 is located at coordinates [1144.98, 620.39] with a bounding box of width 18.13 and height 45.25.
 At frame 140.0, person 26.0 is located at coordinates [1212.89, 614.66] with a bounding box of width 23.40 and height 55.86.
 At frame 140.0, person 27.0 is located at coordinates [499.00, 637.25] with a bounding box of width 18.37 and height 42.39.
 At frame 140.0, person 29.0 is located at coordinates [1861.21, 607.31] with a bounding box of width 36.75 and height 95.34.
 At frame 140.0, person 10.0 is located at coordinates [1302.36, 609.75] with a bounding box of width 29.41 and height 70.97.
 At frame 141.0, person 5.0 is located at coordinates [749.13, 598.03] with a bounding box of width 156.67 and height 333.61.
 At frame 141.0, person 11.0 is located at coordinates [179.20, 645.91] with a bounding box of width 31.53 and height 89.29.
 At frame 141.0, person 12.0 is located at coordinates [305.13, 645.62] with a bounding box of width 37.21 and height 84.43.
 At frame 141.0, person 16.0 is located at coordinates [1436.42, 607.71] with a bounding box of width 29.30 and height 76.68.
 At frame 141.0, person 17.0 is located at coordinates [1462.66, 610.51] with a bounding box of width 30.60 and height 73.13.
 At frame 141.0, person 19.0 is located at coordinates [1595.96, 595.88] with a bounding box of width 54.70 and height 139.98.
 At frame 141.0, person 22.0 is located at coordinates [1648.98, 602.50] with a bounding box of width 46.09 and height 130.05.
 At frame 141.0, person 7.0 is located at coordinates [756.23, 626.24] with a bounding box of width 46.02 and height 92.80.
 At frame 141.0, person 9.0 is located at coordinates [716.02, 632.28] with a bounding box of width 36.89 and height 83.70.
 At frame 141.0, person 18.0 is located at coordinates [1762.90, 605.76] with a bounding box of width 50.67 and height 132.51.
 At frame 141.0, person 28.0 is located at coordinates [1822.02, 606.34] with a bounding box of width 39.95 and height 98.75.
 At frame 141.0, person 1.0 is located at coordinates [1359.59, 577.84] with a bounding box of width 132.84 and height 289.18.
 At frame 141.0, person 21.0 is located at coordinates [1121.28, 621.73] with a bounding box of width 20.30 and height 51.30.
 At frame 141.0, person 8.0 is located at coordinates [1144.05, 620.42] with a bounding box of width 18.26 and height 45.76.
 At frame 141.0, person 26.0 is located at coordinates [1213.16, 615.85] with a bounding box of width 22.55 and height 54.05.
 At frame 141.0, person 27.0 is located at coordinates [498.49, 637.45] with a bounding box of width 18.41 and height 42.63.
 At frame 141.0, person 29.0 is located at coordinates [1857.79, 606.95] with a bounding box of width 37.40 and height 96.70.
 At frame 141.0, person 10.0 is located at coordinates [1303.25, 609.80] with a bounding box of width 28.97 and height 70.50.
 At frame 142.0, person 5.0 is located at coordinates [741.55, 597.39] with a bounding box of width 162.37 and height 336.13.
 At frame 142.0, person 11.0 is located at coordinates [178.36, 646.16] with a bounding box of width 31.52 and height 89.55.
 At frame 142.0, person 12.0 is located at coordinates [306.48, 648.02] with a bounding box of width 36.25 and height 82.65.
 At frame 142.0, person 17.0 is located at coordinates [1462.45, 610.89] with a bounding box of width 30.53 and height 73.52.
 At frame 142.0, person 19.0 is located at coordinates [1596.19, 597.38] with a bounding box of width 54.24 and height 139.51.
 At frame 142.0, person 22.0 is located at coordinates [1649.18, 603.38] with a bounding box of width 45.67 and height 128.63.
 At frame 142.0, person 7.0 is located at coordinates [759.16, 626.76] with a bounding box of width 44.92 and height 91.97.
 At frame 142.0, person 9.0 is located at coordinates [719.00, 632.69] with a bounding box of width 37.72 and height 84.68.
 At frame 142.0, person 18.0 is located at coordinates [1765.23, 604.44] with a bounding box of width 50.85 and height 134.33.
 At frame 142.0, person 28.0 is located at coordinates [1819.24, 606.47] with a bounding box of width 39.54 and height 98.77.
 At frame 142.0, person 1.0 is located at coordinates [1369.26, 576.90] with a bounding box of width 133.84 and height 294.18.
 At frame 142.0, person 21.0 is located at coordinates [1121.30, 622.89] with a bounding box of width 20.25 and height 50.86.
 At frame 142.0, person 8.0 is located at coordinates [1146.10, 622.49] with a bounding box of width 17.07 and height 42.43.
 At frame 142.0, person 26.0 is located at coordinates [1212.31, 615.69] with a bounding box of width 23.00 and height 55.19.
 At frame 142.0, person 27.0 is located at coordinates [498.72, 639.29] with a bounding box of width 18.16 and height 42.13.
 At frame 142.0, person 29.0 is located at coordinates [1855.49, 606.84] with a bounding box of width 37.44 and height 97.17.
 At frame 142.0, person 10.0 is located at coordinates [1304.34, 610.99] with a bounding box of width 28.47 and height 69.73.
 At frame 143.0, person 5.0 is located at coordinates [734.57, 598.60] with a bounding box of width 166.53 and height 337.38.
 At frame 143.0, person 11.0 is located at coordinates [176.64, 646.82] with a bounding box of width 31.75 and height 90.24.
 At frame 143.0, person 12.0 is located at coordinates [306.69, 648.33] with a bounding box of width 36.16 and height 83.16.
 At frame 143.0, person 17.0 is located at coordinates [1459.87, 606.07] with a bounding box of width 33.23 and height 80.69.
 At frame 143.0, person 19.0 is located at coordinates [1595.88, 599.42] with a bounding box of width 53.72 and height 138.76.
 At frame 143.0, person 22.0 is located at coordinates [1648.95, 605.50] with a bounding box of width 45.01 and height 126.32.
 At frame 143.0, person 9.0 is located at coordinates [719.60, 633.43] with a bounding box of width 38.32 and height 85.05.
 At frame 143.0, person 18.0 is located at coordinates [1767.92, 606.86] with a bounding box of width 50.62 and height 134.42.
 At frame 143.0, person 28.0 is located at coordinates [1816.90, 606.23] with a bounding box of width 39.77 and height 100.51.
 At frame 143.0, person 1.0 is located at coordinates [1382.84, 578.58] with a bounding box of width 129.99 and height 291.39.
 At frame 143.0, person 21.0 is located at coordinates [1121.19, 623.62] with a bounding box of width 20.50 and height 51.28.
 At frame 143.0, person 8.0 is located at coordinates [1147.87, 623.58] with a bounding box of width 15.89 and height 39.33.
 At frame 143.0, person 26.0 is located at coordinates [1211.33, 616.51] with a bounding box of width 23.36 and height 56.20.
 At frame 143.0, person 27.0 is located at coordinates [498.65, 641.46] with a bounding box of width 17.84 and height 41.35.
 At frame 143.0, person 29.0 is located at coordinates [1851.95, 606.23] with a bounding box of width 38.22 and height 99.07.
 At frame 143.0, person 10.0 is located at coordinates [1304.69, 612.02] with a bounding box of width 28.39 and height 70.02.
 At frame 144.0, person 5.0 is located at coordinates [726.51, 599.34] with a bounding box of width 170.35 and height 339.89.
 At frame 144.0, person 11.0 is located at coordinates [175.91, 649.12] with a bounding box of width 31.48 and height 89.32.
 At frame 144.0, person 12.0 is located at coordinates [307.11, 649.32] with a bounding box of width 36.00 and height 83.35.
 At frame 144.0, person 19.0 is located at coordinates [1595.34, 600.77] with a bounding box of width 53.22 and height 137.90.
 At frame 144.0, person 22.0 is located at coordinates [1648.08, 607.77] with a bounding box of width 45.22 and height 126.65.
 At frame 144.0, person 9.0 is located at coordinates [720.37, 633.40] with a bounding box of width 39.63 and height 86.95.
 At frame 144.0, person 18.0 is located at coordinates [1769.69, 605.47] with a bounding box of width 51.76 and height 137.93.
 At frame 144.0, person 28.0 is located at coordinates [1816.08, 605.57] with a bounding box of width 40.44 and height 102.90.
 At frame 144.0, person 1.0 is located at coordinates [1397.11, 579.82] with a bounding box of width 125.93 and height 289.70.
 At frame 144.0, person 21.0 is located at coordinates [1121.13, 624.19] with a bounding box of width 20.63 and height 51.44.
 At frame 144.0, person 8.0 is located at coordinates [1147.76, 624.26] with a bounding box of width 15.72 and height 38.88.
 At frame 144.0, person 26.0 is located at coordinates [1210.23, 616.81] with a bounding box of width 23.85 and height 57.17.
 At frame 144.0, person 27.0 is located at coordinates [498.27, 642.58] with a bounding box of width 17.85 and height 41.63.
 At frame 144.0, person 29.0 is located at coordinates [1851.22, 607.48] with a bounding box of width 37.46 and height 97.41.
 At frame 144.0, person 10.0 is located at coordinates [1305.85, 612.68] with a bounding box of width 28.63 and height 70.71.
 At frame 145.0, person 5.0 is located at coordinates [715.74, 599.90] with a bounding box of width 171.00 and height 339.96.
 At frame 145.0, person 11.0 is located at coordinates [174.51, 649.38] with a bounding box of width 32.10 and height 90.74.
 At frame 145.0, person 12.0 is located at coordinates [307.44, 649.69] with a bounding box of width 36.16 and height 84.01.
 At frame 145.0, person 19.0 is located at coordinates [1594.71, 602.14] with a bounding box of width 52.75 and height 137.01.
 At frame 145.0, person 22.0 is located at coordinates [1647.25, 609.49] with a bounding box of width 45.16 and height 126.19.
 At frame 145.0, person 9.0 is located at coordinates [720.76, 633.97] with a bounding box of width 40.37 and height 87.66.
 At frame 145.0, person 18.0 is located at coordinates [1772.05, 605.24] with a bounding box of width 52.70 and height 139.81.
 At frame 145.0, person 28.0 is located at coordinates [1814.53, 605.32] with a bounding box of width 40.43 and height 103.22.
 At frame 145.0, person 1.0 is located at coordinates [1415.02, 577.64] with a bounding box of width 123.20 and height 293.17.
 At frame 145.0, person 21.0 is located at coordinates [1121.09, 624.68] with a bounding box of width 20.71 and height 51.50.
