At frame 0.0, person 1.0 is located at coordinates [1238.68, 371.25] with a bounding box of width 21.32 and height 53.88.
 At frame 1128.0, person 83.0 is located at coordinates [744.73, 314.08] with a bounding box of width 83.71 and height 203.45.
 At frame 1128.0, person 82.0 is located at coordinates [1122.47, 337.25] with a bounding box of width 46.43 and height 107.31.
 At frame 1128.0, person 79.0 is located at coordinates [1059.32, 334.46] with a bounding box of width 46.40 and height 107.49.
 At frame 1129.0, person 82.0 is located at coordinates [1121.49, 336.61] with a bounding box of width 46.06 and height 107.59.
 At frame 1129.0, person 79.0 is located at coordinates [1058.77, 334.50] with a bounding box of width 46.06 and height 107.23.
 At frame 1130.0, person 82.0 is located at coordinates [1120.81, 337.35] with a bounding box of width 45.05 and height 105.75.
 At frame 1130.0, person 79.0 is located at coordinates [1058.40, 335.10] with a bounding box of width 45.52 and height 106.35.
 At frame 1131.0, person 82.0 is located at coordinates [1119.75, 338.62] with a bounding box of width 44.02 and height 103.87.
 At frame 1131.0, person 79.0 is located at coordinates [1058.14, 335.53] with a bounding box of width 44.83 and height 105.24.
 At frame 1132.0, person 82.0 is located at coordinates [1118.73, 339.49] with a bounding box of width 43.40 and height 103.18.
 At frame 1132.0, person 79.0 is located at coordinates [1057.41, 336.08] with a bounding box of width 44.32 and height 104.44.
 At frame 1133.0, person 82.0 is located at coordinates [1118.11, 339.81] with a bounding box of width 42.98 and height 102.54.
 At frame 1133.0, person 79.0 is located at coordinates [1057.27, 336.68] with a bounding box of width 43.91 and height 103.76.
 At frame 1134.0, person 82.0 is located at coordinates [1117.23, 340.31] with a bounding box of width 42.63 and height 102.32.
 At frame 1134.0, person 79.0 is located at coordinates [1056.62, 337.29] with a bounding box of width 43.43 and height 103.13.
 At frame 1135.0, person 82.0 is located at coordinates [1116.11, 341.48] with a bounding box of width 41.81 and height 100.68.
 At frame 1135.0, person 79.0 is located at coordinates [1055.49, 338.30] with a bounding box of width 42.73 and height 101.73.
 At frame 1136.0, person 82.0 is located at coordinates [1115.30, 341.71] with a bounding box of width 41.58 and height 100.48.
 At frame 1136.0, person 79.0 is located at coordinates [1054.66, 338.86] with a bounding box of width 42.53 and height 101.22.
 At frame 1137.0, person 82.0 is located at coordinates [1114.06, 342.17] with a bounding box of width 41.12 and height 99.24.
 At frame 1137.0, person 79.0 is located at coordinates [1053.73, 338.86] with a bounding box of width 42.18 and height 100.27.
 At frame 1138.0, person 82.0 is located at coordinates [1112.96, 342.33] with a bounding box of width 40.73 and height 98.40.
 At frame 1138.0, person 79.0 is located at coordinates [1052.88, 338.65] with a bounding box of width 42.35 and height 100.33.
 At frame 1139.0, person 82.0 is located at coordinates [1111.28, 341.39] with a bounding box of width 40.85 and height 98.91.
 At frame 1139.0, person 79.0 is located at coordinates [1051.96, 339.15] with a bounding box of width 42.10 and height 99.59.
 At frame 1140.0, person 82.0 is located at coordinates [1109.22, 341.23] with a bounding box of width 40.72 and height 98.72.
 At frame 1140.0, person 79.0 is located at coordinates [1050.70, 338.54] with a bounding box of width 42.33 and height 100.12.
 At frame 1141.0, person 82.0 is located at coordinates [1107.83, 339.39] with a bounding box of width 41.21 and height 100.25.
 At frame 1141.0, person 79.0 is located at coordinates [1049.86, 338.11] with a bounding box of width 42.43 and height 100.33.
 At frame 1142.0, person 82.0 is located at coordinates [1106.23, 337.53] with a bounding box of width 42.09 and height 102.39.
 At frame 1142.0, person 79.0 is located at coordinates [1049.25, 338.13] with a bounding box of width 42.33 and height 100.04.
 At frame 1143.0, person 82.0 is located at coordinates [1104.58, 337.41] with a bounding box of width 42.27 and height 102.43.
 At frame 1143.0, person 79.0 is located at coordinates [1048.13, 337.35] with a bounding box of width 42.57 and height 100.33.
 At frame 1144.0, person 82.0 is located at coordinates [1103.04, 336.99] with a bounding box of width 42.70 and height 103.22.
 At frame 1144.0, person 79.0 is located at coordinates [1047.64, 337.06] with a bounding box of width 42.87 and height 100.85.
 At frame 1145.0, person 82.0 is located at coordinates [1101.51, 336.45] with a bounding box of width 43.30 and height 104.30.
 At frame 1145.0, person 79.0 is located at coordinates [1047.20, 336.95] with a bounding box of width 42.78 and height 100.66.
 At frame 1146.0, person 82.0 is located at coordinates [1100.17, 336.26] with a bounding box of width 43.58 and height 104.32.
 At frame 1146.0, person 79.0 is located at coordinates [1046.28, 337.30] with a bounding box of width 42.74 and height 100.60.
 At frame 1146.0, person 75.0 is located at coordinates [907.98, 366.50] with a bounding box of width 13.62 and height 33.75.
 At frame 1147.0, person 82.0 is located at coordinates [1099.31, 336.19] with a bounding box of width 43.72 and height 104.31.
 At frame 1147.0, person 79.0 is located at coordinates [1045.13, 337.43] with a bounding box of width 42.83 and height 100.58.
 At frame 1147.0, person 75.0 is located at coordinates [907.60, 365.90] with a bounding box of width 14.43 and height 36.22.
 At frame 1148.0, person 82.0 is located at coordinates [1099.28, 337.35] with a bounding box of width 43.29 and height 102.74.
 At frame 1148.0, person 79.0 is located at coordinates [1044.57, 337.68] with a bounding box of width 43.18 and height 100.97.
 At frame 1148.0, person 75.0 is located at coordinates [907.02, 365.32] with a bounding box of width 14.84 and height 37.01.
 At frame 1149.0, person 82.0 is located at coordinates [1098.81, 338.39] with a bounding box of width 43.35 and height 102.14.
 At frame 1149.0, person 79.0 is located at coordinates [1043.45, 338.16] with a bounding box of width 43.63 and height 101.12.
 At frame 1149.0, person 75.0 is located at coordinates [906.72, 364.90] with a bounding box of width 15.15 and height 37.69.
 At frame 1150.0, person 82.0 is located at coordinates [1097.89, 339.37] with a bounding box of width 43.39 and height 101.52.
 At frame 1150.0, person 79.0 is located at coordinates [1042.63, 338.54] with a bounding box of width 43.86 and height 100.79.
 At frame 1150.0, person 75.0 is located at coordinates [906.60, 364.55] with a bounding box of width 15.28 and height 37.94.
 At frame 1151.0, person 82.0 is located at coordinates [1097.32, 339.74] with a bounding box of width 43.14 and height 100.12.
 At frame 1151.0, person 79.0 is located at coordinates [1042.58, 339.07] with a bounding box of width 43.49 and height 99.50.
 At frame 1151.0, person 75.0 is located at coordinates [906.61, 365.00] with a bounding box of width 15.21 and height 37.64.
 At frame 1152.0, person 82.0 is located at coordinates [1096.59, 339.68] with a bounding box of width 43.38 and height 99.99.
 At frame 1152.0, person 79.0 is located at coordinates [1042.21, 339.46] with a bounding box of width 43.33 and height 99.01.
 At frame 1152.0, person 75.0 is located at coordinates [906.22, 365.19] with a bounding box of width 15.19 and height 37.50.
 At frame 1153.0, person 82.0 is located at coordinates [1095.89, 339.65] with a bounding box of width 43.63 and height 99.95.
 At frame 1153.0, person 79.0 is located at coordinates [1042.14, 339.60] with a bounding box of width 43.20 and height 98.84.
 At frame 1153.0, person 75.0 is located at coordinates [906.39, 365.06] with a bounding box of width 15.33 and height 37.84.
 At frame 1153.0, person 87.0 is located at coordinates [873.74, 362.96] with a bounding box of width 16.05 and height 42.39.
 At frame 1154.0, person 82.0 is located at coordinates [1094.80, 339.63] with a bounding box of width 43.86 and height 99.95.
 At frame 1154.0, person 79.0 is located at coordinates [1042.30, 339.64] with a bounding box of width 42.82 and height 98.00.
 At frame 1154.0, person 75.0 is located at coordinates [906.45, 365.02] with a bounding box of width 15.39 and height 37.95.
 At frame 1154.0, person 87.0 is located at coordinates [873.31, 362.96] with a bounding box of width 15.81 and height 41.66.
 At frame 1155.0, person 82.0 is located at coordinates [1094.64, 340.21] with a bounding box of width 43.53 and height 98.78.
 At frame 1155.0, person 79.0 is located at coordinates [1042.82, 339.85] with a bounding box of width 41.80 and height 95.33.
 At frame 1155.0, person 75.0 is located at coordinates [906.55, 365.20] with a bounding box of width 15.27 and height 37.60.
 At frame 1155.0, person 87.0 is located at coordinates [873.63, 363.19] with a bounding box of width 15.74 and height 41.42.
 At frame 1156.0, person 82.0 is located at coordinates [1093.44, 340.03] with a bounding box of width 43.39 and height 98.35.
 At frame 1156.0, person 79.0 is located at coordinates [1043.62, 339.72] with a bounding box of width 39.48 and height 89.58.
 At frame 1156.0, person 75.0 is located at coordinates [906.58, 365.27] with a bounding box of width 15.24 and height 37.46.
 At frame 1156.0, person 87.0 is located at coordinates [873.72, 363.26] with a bounding box of width 15.75 and height 41.37.
 At frame 1157.0, person 82.0 is located at coordinates [1092.68, 340.35] with a bounding box of width 43.25 and height 98.20.
 At frame 1157.0, person 79.0 is located at coordinates [1042.27, 339.26] with a bounding box of width 41.15 and height 93.54.
 At frame 1157.0, person 75.0 is located at coordinates [906.52, 365.10] with a bounding box of width 15.37 and height 37.79.
 At frame 1157.0, person 87.0 is located at coordinates [873.74, 363.28] with a bounding box of width 15.79 and height 41.36.
 At frame 1157.0, person 88.0 is located at coordinates [854.51, 366.51] with a bounding box of width 15.42 and height 38.49.
 At frame 1158.0, person 82.0 is located at coordinates [1091.56, 340.27] with a bounding box of width 43.35 and height 98.94.
 At frame 1158.0, person 79.0 is located at coordinates [1041.14, 338.51] with a bounding box of width 42.28 and height 96.48.
 At frame 1158.0, person 75.0 is located at coordinates [906.50, 365.24] with a bounding box of width 15.42 and height 37.91.
 At frame 1158.0, person 87.0 is located at coordinates [873.62, 363.28] with a bounding box of width 16.04 and height 41.79.
 At frame 1158.0, person 88.0 is located at coordinates [854.96, 366.97] with a bounding box of width 15.26 and height 38.03.
 At frame 1159.0, person 82.0 is located at coordinates [1089.95, 340.82] with a bounding box of width 42.72 and height 98.05.
 At frame 1159.0, person 79.0 is located at coordinates [1039.97, 337.64] with a bounding box of width 42.66 and height 98.01.
 At frame 1159.0, person 75.0 is located at coordinates [906.49, 365.48] with a bounding box of width 15.43 and height 37.95.
 At frame 1159.0, person 87.0 is located at coordinates [873.58, 363.28] with a bounding box of width 16.13 and height 41.95.
 At frame 1159.0, person 88.0 is located at coordinates [855.55, 367.12] with a bounding box of width 15.24 and height 37.88.
 At frame 1160.0, person 82.0 is located at coordinates [1088.63, 340.83] with a bounding box of width 42.40 and height 98.12.
 At frame 1160.0, person 79.0 is located at coordinates [1039.31, 337.51] with a bounding box of width 42.51 and height 98.21.
 At frame 1160.0, person 75.0 is located at coordinates [906.49, 365.58] with a bounding box of width 15.44 and height 37.96.
 At frame 1160.0, person 87.0 is located at coordinates [873.70, 363.48] with a bounding box of width 15.90 and height 41.20.
 At frame 1160.0, person 88.0 is located at coordinates [855.71, 367.16] with a bounding box of width 15.28 and height 37.84.
 At frame 1161.0, person 82.0 is located at coordinates [1087.95, 340.83] with a bounding box of width 41.94 and height 97.76.
 At frame 1161.0, person 79.0 is located at coordinates [1038.99, 337.07] with a bounding box of width 42.61 and height 99.07.
 At frame 1161.0, person 75.0 is located at coordinates [906.30, 366.00] with a bounding box of width 15.05 and height 37.17.
 At frame 1161.0, person 87.0 is located at coordinates [873.66, 363.55] with a bounding box of width 15.99 and height 41.33.
