At frame 0.0, person 1.0 is located at coordinates [775.07, 343.72] with a bounding box of width 14.21 and height 33.75.
 At frame 873.0, person 265.0 is located at coordinates [692.77, 372.40] with a bounding box of width 11.82 and height 30.53.
 At frame 873.0, person 271.0 is located at coordinates [1004.92, 364.46] with a bounding box of width 35.92 and height 82.65.
 At frame 873.0, person 275.0 is located at coordinates [802.86, 371.54] with a bounding box of width 16.22 and height 40.72.
 At frame 873.0, person 276.0 is located at coordinates [772.96, 373.54] with a bounding box of width 14.79 and height 39.16.
 At frame 873.0, person 273.0 is located at coordinates [884.21, 368.20] with a bounding box of width 20.38 and height 54.36.
 At frame 873.0, person 280.0 is located at coordinates [1219.27, 358.80] with a bounding box of width 22.23 and height 55.36.
 At frame 874.0, person 223.0 is located at coordinates [774.06, 373.49] with a bounding box of width 18.84 and height 47.68.
 At frame 874.0, person 265.0 is located at coordinates [690.58, 371.31] with a bounding box of width 12.02 and height 31.12.
 At frame 874.0, person 271.0 is located at coordinates [1004.77, 363.53] with a bounding box of width 36.30 and height 83.75.
 At frame 874.0, person 275.0 is located at coordinates [801.60, 371.21] with a bounding box of width 15.92 and height 40.04.
 At frame 874.0, person 276.0 is located at coordinates [772.41, 372.70] with a bounding box of width 16.07 and height 42.24.
 At frame 874.0, person 273.0 is located at coordinates [885.02, 369.28] with a bounding box of width 19.93 and height 53.03.
 At frame 874.0, person 280.0 is located at coordinates [1219.20, 358.10] with a bounding box of width 22.58 and height 56.46.
 At frame 875.0, person 223.0 is located at coordinates [772.21, 371.48] with a bounding box of width 19.66 and height 49.43.
 At frame 875.0, person 265.0 is located at coordinates [689.10, 370.90] with a bounding box of width 11.95 and height 30.94.
 At frame 875.0, person 271.0 is located at coordinates [1004.71, 361.81] with a bounding box of width 37.19 and height 85.70.
 At frame 875.0, person 275.0 is located at coordinates [800.40, 370.49] with a bounding box of width 16.57 and height 41.77.
 At frame 875.0, person 276.0 is located at coordinates [770.93, 369.54] with a bounding box of width 17.59 and height 46.42.
 At frame 875.0, person 273.0 is located at coordinates [885.50, 370.48] with a bounding box of width 19.42 and height 51.71.
 At frame 875.0, person 280.0 is located at coordinates [1219.33, 358.06] with a bounding box of width 22.36 and height 56.05.
 At frame 876.0, person 223.0 is located at coordinates [770.69, 371.69] with a bounding box of width 19.41 and height 48.55.
 At frame 876.0, person 265.0 is located at coordinates [688.02, 370.93] with a bounding box of width 11.53 and height 29.70.
 At frame 876.0, person 271.0 is located at coordinates [1006.07, 360.77] with a bounding box of width 37.80 and height 86.81.
 At frame 876.0, person 275.0 is located at coordinates [799.15, 370.22] with a bounding box of width 16.92 and height 42.78.
 At frame 876.0, person 273.0 is located at coordinates [886.00, 372.10] with a bounding box of width 18.58 and height 49.23.
 At frame 876.0, person 280.0 is located at coordinates [1220.27, 358.66] with a bounding box of width 22.09 and height 55.48.
 At frame 877.0, person 223.0 is located at coordinates [769.04, 369.62] with a bounding box of width 20.03 and height 50.15.
 At frame 877.0, person 265.0 is located at coordinates [686.75, 370.35] with a bounding box of width 11.66 and height 30.02.
 At frame 877.0, person 271.0 is located at coordinates [1007.57, 360.57] with a bounding box of width 38.34 and height 87.60.
 At frame 877.0, person 275.0 is located at coordinates [798.41, 370.31] with a bounding box of width 16.89 and height 42.78.
 At frame 877.0, person 273.0 is located at coordinates [887.36, 372.89] with a bounding box of width 18.31 and height 48.30.
 At frame 877.0, person 280.0 is located at coordinates [1221.93, 357.50] with a bounding box of width 22.52 and height 56.85.
 At frame 878.0, person 223.0 is located at coordinates [767.50, 367.50] with a bounding box of width 20.64 and height 51.90.
 At frame 878.0, person 265.0 is located at coordinates [686.26, 368.97] with a bounding box of width 11.85 and height 30.52.
 At frame 878.0, person 271.0 is located at coordinates [1008.66, 359.92] with a bounding box of width 39.02 and height 88.27.
 At frame 878.0, person 275.0 is located at coordinates [798.24, 369.76] with a bounding box of width 16.75 and height 42.77.
 At frame 878.0, person 273.0 is located at coordinates [887.24, 372.16] with a bounding box of width 18.63 and height 48.77.
 At frame 878.0, person 280.0 is located at coordinates [1222.77, 357.47] with a bounding box of width 22.19 and height 56.17.
 At frame 879.0, person 223.0 is located at coordinates [766.41, 366.70] with a bounding box of width 20.44 and height 51.41.
 At frame 879.0, person 265.0 is located at coordinates [684.37, 369.03] with a bounding box of width 11.53 and height 29.55.
 At frame 879.0, person 271.0 is located at coordinates [1009.78, 359.30] with a bounding box of width 39.35 and height 88.49.
 At frame 879.0, person 275.0 is located at coordinates [796.96, 368.39] with a bounding box of width 16.86 and height 43.15.
 At frame 879.0, person 273.0 is located at coordinates [887.07, 369.72] with a bounding box of width 18.97 and height 49.73.
 At frame 879.0, person 280.0 is located at coordinates [1223.02, 357.09] with a bounding box of width 22.17 and height 56.29.
 At frame 880.0, person 223.0 is located at coordinates [765.75, 365.63] with a bounding box of width 20.21 and height 50.81.
 At frame 880.0, person 265.0 is located at coordinates [682.99, 367.88] with a bounding box of width 12.07 and height 30.75.
 At frame 880.0, person 271.0 is located at coordinates [1012.43, 356.94] with a bounding box of width 40.40 and height 90.10.
 At frame 880.0, person 275.0 is located at coordinates [796.79, 366.51] with a bounding box of width 17.11 and height 43.28.
 At frame 880.0, person 273.0 is located at coordinates [887.89, 364.10] with a bounding box of width 20.46 and height 53.62.
 At frame 880.0, person 280.0 is located at coordinates [1223.83, 354.59] with a bounding box of width 22.25 and height 56.72.
 At frame 881.0, person 223.0 is located at coordinates [765.03, 365.63] with a bounding box of width 19.61 and height 49.40.
 At frame 881.0, person 265.0 is located at coordinates [681.27, 366.50] with a bounding box of width 12.44 and height 31.58.
 At frame 881.0, person 271.0 is located at coordinates [1014.59, 356.24] with a bounding box of width 40.74 and height 90.69.
 At frame 881.0, person 275.0 is located at coordinates [796.39, 366.00] with a bounding box of width 17.19 and height 43.32.
 At frame 881.0, person 273.0 is located at coordinates [889.66, 366.95] with a bounding box of width 18.83 and height 48.98.
 At frame 881.0, person 280.0 is located at coordinates [1225.68, 353.86] with a bounding box of width 22.29 and height 56.48.
 At frame 881.0, person 279.0 is located at coordinates [954.42, 360.26] with a bounding box of width 18.97 and height 51.47.
 At frame 882.0, person 223.0 is located at coordinates [763.52, 365.27] with a bounding box of width 19.63 and height 49.64.
 At frame 882.0, person 265.0 is located at coordinates [680.26, 365.98] with a bounding box of width 12.60 and height 31.89.
 At frame 882.0, person 271.0 is located at coordinates [1014.77, 355.42] with a bounding box of width 41.31 and height 91.66.
 At frame 882.0, person 275.0 is located at coordinates [795.52, 365.04] with a bounding box of width 17.16 and height 43.72.
 At frame 882.0, person 273.0 is located at coordinates [890.81, 368.99] with a bounding box of width 18.06 and height 46.64.
 At frame 882.0, person 279.0 is located at coordinates [954.18, 358.96] with a bounding box of width 18.79 and height 51.55.
 At frame 883.0, person 223.0 is located at coordinates [762.17, 364.36] with a bounding box of width 19.73 and height 50.12.
 At frame 883.0, person 265.0 is located at coordinates [679.15, 365.02] with a bounding box of width 12.69 and height 32.01.
 At frame 883.0, person 271.0 is located at coordinates [1016.44, 355.31] with a bounding box of width 42.11 and height 92.78.
 At frame 883.0, person 275.0 is located at coordinates [795.02, 363.52] with a bounding box of width 17.55 and height 45.03.
 At frame 883.0, person 273.0 is located at coordinates [892.56, 370.33] with a bounding box of width 17.48 and height 45.00.
 At frame 883.0, person 279.0 is located at coordinates [953.95, 358.52] with a bounding box of width 19.05 and height 52.36.
 At frame 883.0, person 282.0 is located at coordinates [785.24, 365.39] with a bounding box of width 11.85 and height 30.20.
 At frame 884.0, person 223.0 is located at coordinates [760.72, 363.26] with a bounding box of width 20.21 and height 51.08.
 At frame 884.0, person 265.0 is located at coordinates [677.73, 364.86] with a bounding box of width 12.47 and height 31.27.
 At frame 884.0, person 271.0 is located at coordinates [1018.45, 354.91] with a bounding box of width 42.67 and height 93.18.
 At frame 884.0, person 275.0 is located at coordinates [794.57, 362.96] with a bounding box of width 17.50 and height 45.13.
 At frame 884.0, person 273.0 is located at coordinates [893.44, 370.00] with a bounding box of width 18.36 and height 47.24.
 At frame 884.0, person 279.0 is located at coordinates [953.70, 357.78] with a bounding box of width 19.51 and height 53.43.
 At frame 884.0, person 282.0 is located at coordinates [783.60, 364.20] with a bounding box of width 12.23 and height 31.11.
 At frame 885.0, person 223.0 is located at coordinates [759.21, 363.25] with a bounding box of width 20.06 and height 50.66.
 At frame 885.0, person 265.0 is located at coordinates [676.90, 363.84] with a bounding box of width 12.31 and height 30.98.
 At frame 885.0, person 271.0 is located at coordinates [1021.29, 355.35] with a bounding box of width 42.55 and height 92.53.
 At frame 885.0, person 275.0 is located at coordinates [793.88, 362.19] with a bounding box of width 17.79 and height 45.93.
 At frame 885.0, person 273.0 is located at coordinates [893.80, 368.72] with a bounding box of width 19.33 and height 49.99.
 At frame 885.0, person 279.0 is located at coordinates [953.08, 358.29] with a bounding box of width 19.26 and height 52.28.
 At frame 885.0, person 282.0 is located at coordinates [781.76, 364.26] with a bounding box of width 12.20 and height 30.96.
 At frame 886.0, person 223.0 is located at coordinates [758.30, 362.49] with a bounding box of width 20.02 and height 50.49.
 At frame 886.0, person 265.0 is located at coordinates [676.52, 363.28] with a bounding box of width 12.48 and height 31.26.
 At frame 886.0, person 271.0 is located at coordinates [1023.69, 353.98] with a bounding box of width 43.64 and height 94.97.
 At frame 886.0, person 275.0 is located at coordinates [793.52, 361.33] with a bounding box of width 18.15 and height 47.00.
 At frame 886.0, person 273.0 is located at coordinates [895.34, 368.04] with a bounding box of width 19.15 and height 49.88.
 At frame 886.0, person 279.0 is located at coordinates [952.52, 358.12] with a bounding box of width 19.12 and height 51.43.
 At frame 886.0, person 282.0 is located at coordinates [780.76, 363.87] with a bounding box of width 12.20 and height 30.88.
 At frame 887.0, person 223.0 is located at coordinates [756.18, 361.24] with a bounding box of width 20.54 and height 51.99.
 At frame 887.0, person 265.0 is located at coordinates [675.30, 363.09] with a bounding box of width 12.45 and height 31.36.
 At frame 887.0, person 271.0 is located at coordinates [1026.21, 354.64] with a bounding box of width 43.81 and height 94.72.
 At frame 887.0, person 275.0 is located at coordinates [792.41, 360.06] with a bounding box of width 18.75 and height 48.55.
