At frame 0.0, person 1.0 is located at coordinates [831.32, 311.15] with a bounding box of width 76.97 and height 151.58.
 At frame 1097.0, person 111.0 is located at coordinates [593.53, 342.79] with a bounding box of width 13.89 and height 34.84.
 At frame 1097.0, person 112.0 is located at coordinates [178.14, 345.80] with a bounding box of width 25.56 and height 67.64.
 At frame 1098.0, person 105.0 is located at coordinates [101.03, 331.55] with a bounding box of width 35.12 and height 78.81.
 At frame 1098.0, person 99.0 is located at coordinates [191.11, 338.94] with a bounding box of width 32.01 and height 73.84.
 At frame 1098.0, person 84.0 is located at coordinates [452.89, 338.08] with a bounding box of width 20.12 and height 50.57.
 At frame 1098.0, person 111.0 is located at coordinates [586.61, 340.94] with a bounding box of width 13.76 and height 34.54.
 At frame 1098.0, person 112.0 is located at coordinates [167.06, 343.11] with a bounding box of width 26.38 and height 69.56.
 At frame 1099.0, person 105.0 is located at coordinates [89.12, 328.34] with a bounding box of width 35.40 and height 80.06.
 At frame 1099.0, person 99.0 is located at coordinates [180.59, 336.69] with a bounding box of width 32.62 and height 74.10.
 At frame 1099.0, person 84.0 is located at coordinates [443.51, 335.17] with a bounding box of width 20.81 and height 52.43.
 At frame 1099.0, person 111.0 is located at coordinates [578.68, 338.67] with a bounding box of width 13.89 and height 34.81.
 At frame 1099.0, person 112.0 is located at coordinates [155.87, 341.61] with a bounding box of width 26.30 and height 69.02.
 At frame 1100.0, person 105.0 is located at coordinates [76.48, 326.17] with a bounding box of width 35.76 and height 81.69.
 At frame 1100.0, person 99.0 is located at coordinates [167.29, 334.51] with a bounding box of width 33.50 and height 76.13.
 At frame 1100.0, person 84.0 is located at coordinates [433.33, 333.72] with a bounding box of width 21.05 and height 53.12.
 At frame 1100.0, person 111.0 is located at coordinates [570.18, 337.65] with a bounding box of width 13.87 and height 34.52.
 At frame 1100.0, person 112.0 is located at coordinates [143.80, 339.72] with a bounding box of width 26.91 and height 70.02.
 At frame 1101.0, person 105.0 is located at coordinates [62.64, 323.27] with a bounding box of width 36.56 and height 84.22.
 At frame 1101.0, person 99.0 is located at coordinates [154.75, 332.76] with a bounding box of width 34.27 and height 77.27.
 At frame 1101.0, person 84.0 is located at coordinates [422.87, 332.99] with a bounding box of width 21.24 and height 53.76.
 At frame 1101.0, person 111.0 is located at coordinates [561.35, 336.51] with a bounding box of width 14.00 and height 34.80.
 At frame 1101.0, person 112.0 is located at coordinates [131.20, 337.90] with a bounding box of width 28.03 and height 71.58.
 At frame 1102.0, person 105.0 is located at coordinates [47.96, 321.81] with a bounding box of width 36.66 and height 85.17.
 At frame 1102.0, person 99.0 is located at coordinates [142.83, 332.32] with a bounding box of width 34.39 and height 76.91.
 At frame 1102.0, person 84.0 is located at coordinates [411.56, 331.00] with a bounding box of width 21.48 and height 54.76.
 At frame 1102.0, person 111.0 is located at coordinates [551.77, 336.50] with a bounding box of width 13.97 and height 34.52.
 At frame 1102.0, person 112.0 is located at coordinates [118.51, 336.89] with a bounding box of width 29.02 and height 73.33.
 At frame 1103.0, person 105.0 is located at coordinates [34.34, 321.30] with a bounding box of width 36.33 and height 84.74.
 At frame 1103.0, person 99.0 is located at coordinates [127.83, 331.62] with a bounding box of width 34.61 and height 77.14.
 At frame 1103.0, person 84.0 is located at coordinates [400.30, 330.27] with a bounding box of width 21.48 and height 55.13.
 At frame 1103.0, person 111.0 is located at coordinates [542.39, 336.14] with a bounding box of width 14.09 and height 34.80.
 At frame 1103.0, person 112.0 is located at coordinates [105.24, 336.17] with a bounding box of width 29.33 and height 73.98.
 At frame 1104.0, person 105.0 is located at coordinates [18.96, 321.55] with a bounding box of width 36.38 and height 84.15.
 At frame 1104.0, person 99.0 is located at coordinates [112.74, 330.62] with a bounding box of width 34.93 and height 77.98.
 At frame 1104.0, person 84.0 is located at coordinates [388.59, 328.87] with a bounding box of width 21.90 and height 56.41.
 At frame 1104.0, person 111.0 is located at coordinates [532.19, 336.03] with a bounding box of width 14.19 and height 34.90.
 At frame 1104.0, person 112.0 is located at coordinates [91.22, 335.38] with a bounding box of width 29.48 and height 74.20.
 At frame 1105.0, person 105.0 is located at coordinates [1.63, 321.89] with a bounding box of width 36.36 and height 84.29.
 At frame 1105.0, person 99.0 is located at coordinates [97.58, 329.50] with a bounding box of width 35.27 and height 79.06.
 At frame 1105.0, person 84.0 is located at coordinates [375.80, 328.94] with a bounding box of width 22.14 and height 57.27.
 At frame 1105.0, person 111.0 is located at coordinates [521.69, 335.04] with a bounding box of width 14.67 and height 36.11.
 At frame 1105.0, person 112.0 is located at coordinates [76.50, 334.55] with a bounding box of width 29.83 and height 75.44.
 At frame 1106.0, person 105.0 is located at coordinates [-11.77, 317.40] with a bounding box of width 38.62 and height 88.99.
 At frame 1106.0, person 99.0 is located at coordinates [83.52, 328.73] with a bounding box of width 35.38 and height 78.68.
 At frame 1106.0, person 84.0 is located at coordinates [363.14, 328.23] with a bounding box of width 22.36 and height 57.97.
 At frame 1106.0, person 111.0 is located at coordinates [510.86, 334.49] with a bounding box of width 14.71 and height 36.18.
 At frame 1106.0, person 112.0 is located at coordinates [61.61, 332.93] with a bounding box of width 30.44 and height 77.05.
 At frame 1107.0, person 99.0 is located at coordinates [65.65, 327.70] with a bounding box of width 36.31 and height 80.84.
 At frame 1107.0, person 84.0 is located at coordinates [350.20, 327.80] with a bounding box of width 22.48 and height 58.60.
 At frame 1107.0, person 111.0 is located at coordinates [500.05, 334.50] with a bounding box of width 14.92 and height 36.59.
 At frame 1107.0, person 112.0 is located at coordinates [45.34, 333.12] with a bounding box of width 30.61 and height 77.25.
 At frame 1108.0, person 99.0 is located at coordinates [47.57, 327.34] with a bounding box of width 37.94 and height 84.72.
 At frame 1108.0, person 84.0 is located at coordinates [336.61, 329.20] with a bounding box of width 22.19 and height 57.67.
 At frame 1108.0, person 111.0 is located at coordinates [488.53, 334.13] with a bounding box of width 15.21 and height 37.12.
 At frame 1108.0, person 112.0 is located at coordinates [27.46, 334.23] with a bounding box of width 30.44 and height 77.30.
 At frame 1109.0, person 99.0 is located at coordinates [29.35, 327.61] with a bounding box of width 38.78 and height 86.57.
 At frame 1109.0, person 84.0 is located at coordinates [322.18, 329.00] with a bounding box of width 22.43 and height 58.45.
 At frame 1109.0, person 111.0 is located at coordinates [476.68, 335.56] with a bounding box of width 14.90 and height 36.16.
 At frame 1109.0, person 112.0 is located at coordinates [8.16, 334.50] with a bounding box of width 30.94 and height 78.85.
 At frame 1110.0, person 99.0 is located at coordinates [10.46, 327.57] with a bounding box of width 39.56 and height 87.26.
 At frame 1110.0, person 84.0 is located at coordinates [307.46, 329.91] with a bounding box of width 22.65 and height 58.73.
 At frame 1110.0, person 111.0 is located at coordinates [464.45, 334.57] with a bounding box of width 15.56 and height 37.74.
 At frame 1110.0, person 112.0 is located at coordinates [-7.39, 335.21] with a bounding box of width 28.95 and height 74.01.
 At frame 1111.0, person 99.0 is located at coordinates [-4.52, 325.47] with a bounding box of width 41.75 and height 89.02.
 At frame 1111.0, person 84.0 is located at coordinates [292.59, 329.51] with a bounding box of width 22.72 and height 59.20.
 At frame 1111.0, person 111.0 is located at coordinates [451.72, 333.06] with a bounding box of width 16.41 and height 39.85.
 At frame 1112.0, person 84.0 is located at coordinates [276.02, 328.40] with a bounding box of width 23.34 and height 60.53.
 At frame 1112.0, person 111.0 is located at coordinates [438.69, 333.25] with a bounding box of width 16.37 and height 39.52.
 At frame 1113.0, person 84.0 is located at coordinates [261.40, 329.53] with a bounding box of width 23.32 and height 60.25.
 At frame 1113.0, person 111.0 is located at coordinates [427.06, 333.16] with a bounding box of width 16.62 and height 40.14.
 At frame 1114.0, person 84.0 is located at coordinates [246.27, 330.96] with a bounding box of width 23.19 and height 59.73.
 At frame 1114.0, person 111.0 is located at coordinates [414.28, 333.91] with a bounding box of width 17.09 and height 41.13.
 At frame 1115.0, person 84.0 is located at coordinates [230.03, 330.35] with a bounding box of width 23.33 and height 59.90.
 At frame 1115.0, person 111.0 is located at coordinates [401.75, 332.68] with a bounding box of width 17.78 and height 43.03.
 At frame 1116.0, person 84.0 is located at coordinates [212.75, 328.18] with a bounding box of width 24.52 and height 62.68.
 At frame 1116.0, person 111.0 is located at coordinates [388.62, 332.21] with a bounding box of width 17.72 and height 42.99.
 At frame 1117.0, person 84.0 is located at coordinates [195.81, 327.56] with a bounding box of width 24.78 and height 63.33.
 At frame 1117.0, person 111.0 is located at coordinates [374.98, 331.66] with a bounding box of width 17.80 and height 43.33.
 At frame 1118.0, person 84.0 is located at coordinates [179.05, 326.37] with a bounding box of width 24.61 and height 63.17.
 At frame 1118.0, person 111.0 is located at coordinates [361.44, 330.69] with a bounding box of width 17.46 and height 42.67.
 At frame 1119.0, person 84.0 is located at coordinates [161.13, 325.73] with a bounding box of width 24.47 and height 63.09.
 At frame 1119.0, person 111.0 is located at coordinates [347.55, 329.75] with a bounding box of width 17.29 and height 42.40.
 At frame 1120.0, person 84.0 is located at coordinates [142.33, 325.90] with a bounding box of width 24.27 and height 62.65.
 At frame 1120.0, person 111.0 is located at coordinates [333.88, 329.61] with a bounding box of width 17.32 and height 42.67.
 At frame 1121.0, person 84.0 is located at coordinates [123.06, 325.78] with a bounding box of width 24.79 and height 64.02.
 At frame 1121.0, person 111.0 is located at coordinates [319.52, 329.76] with a bounding box of width 17.48 and height 43.15.
 At frame 1122.0, person 84.0 is located at coordinates [102.85, 326.33] with a bounding box of width 25.28 and height 65.30.
 At frame 1122.0, person 111.0 is located at coordinates [305.49, 330.23] with a bounding box of width 17.65 and height 43.70.
 At frame 1123.0, person 84.0 is located at coordinates [85.05, 327.71] with a bounding box of width 23.08 and height 59.22.
 At frame 1123.0, person 111.0 is located at coordinates [291.14, 330.81] with a bounding box of width 17.89 and height 44.29.
 At frame 1124.0, person 84.0 is located at coordinates [66.71, 328.89] with a bounding box of width 22.57 and height 57.56.
 At frame 1124.0, person 111.0 is located at coordinates [277.40, 330.85] with a bounding box of width 18.01 and height 44.50.
 At frame 1125.0, person 84.0 is located at coordinates [46.22, 329.11] with a bounding box of width 23.63 and height 59.38.
 At frame 1125.0, person 111.0 is located at coordinates [263.17, 332.03] with a bounding box of width 18.13 and height 44.57.
 At frame 1126.0, person 84.0 is located at coordinates [25.64, 329.39] with a bounding box of width 25.62 and height 63.16.
 At frame 1126.0, person 111.0 is located at coordinates [250.43, 332.49] with a bounding box of width 18.79 and height 46.13.
 At frame 1127.0, person 84.0 is located at coordinates [10.73, 330.64] with a bounding box of width 24.25 and height 59.22.
 At frame 1127.0, person 111.0 is located at coordinates [238.77, 332.67] with a bounding box of width 18.99 and height 46.72.
 At frame 1128.0, person 84.0 is located at coordinates [-9.82, 331.34] with a bounding box of width 29.40 and height 72.35.
 At frame 1128.0, person 111.0 is located at coordinates [227.34, 333.89] with a bounding box of width 18.64 and height 45.77.
